taxon	lfc_(Intercept)	lfc_conditionactive_smoker	lfc_conditionex_smoker	lfc_conditionpassive_smoker	se_(Intercept)	se_conditionactive_smoker	se_conditionex_smoker	se_conditionpassive_smoker	W_(Intercept)	W_conditionactive_smoker	W_conditionex_smoker	W_conditionpassive_smoker	p_(Intercept)	p_conditionactive_smoker	p_conditionex_smoker	p_conditionpassive_smoker	q_(Intercept)	q_conditionactive_smoker	q_conditionex_smoker	q_conditionpassive_smoker	diff_(Intercept)	diff_conditionactive_smoker	diff_conditionex_smoker	diff_conditionpassive_smoker
Bacteroides_H stercoris	-0.160679734631454	0.0986497957613173	0.458063128469384	1.01678052384418	0.219422442695818	0.459947303042061	0.522329890042744	0.589680096258319	-0.73228486866406	0.2144806483457	0.876961355651883	1.72429174784079	0.463994712947271	0.830172256227256	0.380507628398481	0.0846551882773211	0.997233545206974	0.971369081585372	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H eggerthii	0.154484169498283	-0.291145070973381	-0.549373128675288	-0.199549992741579	0.170634067163467	0.357678449089794	0.406190326039691	0.458565276704119	0.90535361470513	-0.813985499306082	-1.35250175461246	-0.435161585229086	0.365278081118097	0.415653258085437	0.176214857862102	0.663445143978459	0.997233545206974	0.930036363527287	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H uniformis	0.112058151785101	-0.181103899883751	-0.69522127288707	0.23393123656342	0.159977550587458	0.335340551476681	0.380822742564641	0.429926748925852	0.700461729621495	-0.540059647084898	-1.82557708661284	0.544118822910843	0.48363899726996	0.589155898316665	0.0679139898507777	0.586359708396631	0.997233545206974	0.954294831353126	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Phocaeicola_A_858004 coprophilus	-0.0112138857128079	-0.122863300220675	0.231262184726003	0.172505027703069	0.19577040684523	0.41036855454543	0.466026782970641	0.526117159825171	-0.0572808009827211	-0.299397453483666	0.496242261553821	0.32788329458859	0.954321513835531	0.7646368049362	0.61972349728807	0.742999905122323	0.997233545206974	0.960620788038167	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Paraprevotella clara	-0.0784065158597967	0.294509212713753	0.854361266839631	-0.725419920078945	0.206120719810005	0.432064596551439	0.490665456054295	0.553932790124362	-0.380391238358129	0.681632364846377	1.74122970406356	-1.30958111347061	0.703655017477665	0.49547144453405	0.0816433224848994	0.190337581072843	0.997233545206974	0.945993607281169	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Prevotella stercorea	-0.312754770646645	1.03749826610196	0.559511359825704	0.740184671680167	0.291045001356846	0.6100805450586	0.692825682225025	0.782159939097598	-1.07459248291016	1.7005922816344	0.807578838631993	0.946334163488532	0.282557218815893	0.089019574508964	0.419333072713586	0.343978173562693	0.997233545206974	0.630555319438495	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Prevotella copri	-0.025046670370821	0.785512275496145	0.161358663968282	-1.25593823726478	0.35945499251176	0.753479691227314	0.855674034101713	0.966006266180845	-0.0696795729440359	1.04251287014339	0.188574921684607	-1.30013466913646	0.944448700686045	0.297173961661892	0.850425989735453	0.193554817090783	0.997233545206974	0.850634537269381	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Limisoma sp900548875	-0.0899901558006744	0.863806326093196	0.172534812726952	-0.739688207516345	0.206244292862437	0.432323626992885	0.490959618757508	0.554264882724179	-0.436327980530822	1.99805486482794	0.351423632688149	-1.33453918978381	0.662598783660429	0.045710712304844	0.72527055529656	0.182027212144646	0.997233545206974	0.58088820579467	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Barnesiella intestinihominis	0.0650327889906814	0.190262995729937	-0.57301311887123	-0.121311008385217	0.179935229965417	0.377175291315012	0.428331522190476	0.483561400660189	0.361423324399454	0.504441834104748	-1.33777947497503	-0.250869916870112	0.717783014396572	0.613950926703814	0.180968334567019	0.801914683631096	0.997233545206974	0.958858670897386	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Coprobacter fastidiosus	-0.0160157214210406	-0.0803245965146331	0.0934559798172985	0.328144748422459	0.102511481769857	0.214881754991008	0.244026136721104	0.2754913293962	-0.156233439850148	-0.373808360407305	0.382975287291085	1.19112550344746	0.87584901917607	0.708546898992962	0.701738087616181	0.233604319252634	0.997233545206974	0.960225392441361	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Coprobacter secundus	0.0092564904209716	-0.0752911737768881	0.180098170414483	-0.0591563148627787	0.0847943219320734	0.177743530729005	0.201850860408241	0.22787789300286	0.10916403610594	-0.423594453582	0.892233850528236	-0.259596550078845	0.913072384822178	0.671861600979613	0.372267601865061	0.795174997760771	0.997233545206974	0.958858670897386	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Parabacteroides_B_862066 goldsteinii	0.0205579455606307	-0.166492267256101	-0.185228566836735	0.477738444455387	0.104797411356701	0.219673457861031	0.249467737566816	0.281634580570732	0.196168448194365	-0.757907982499308	-0.742495076290675	1.69630605548243	0.844478322922296	0.448506071195666	0.457787433874776	0.0898279342964224	0.997233545206974	0.945487437841695	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Parabacteroides_B_862066 merdae	-0.0225145094537018	0.473120498441625	-0.452380523715726	0.108792599163779	0.189200826499607	0.39659758050575	0.450388053689365	0.508461943143648	-0.118997944513464	1.19294852439163	-1.00442389626021	0.213964094325626	0.905276984251782	0.232889533502355	0.315174336655639	0.830575057329127	0.997233545206974	0.845383629609388	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Parabacteroides_B_862066 johnsonii	0.0471798472399541	0.0984166472463622	-0.202760965398439	-0.261123345940937	0.14250280512675	0.298710469579629	0.339224527893092	0.382964781595806	0.331080129952457	0.329471703435312	-0.597719058399987	-0.681846891645862	0.74058396006152	0.741799178497475	0.550027406572623	0.49533577000404	0.997233545206974	0.960620788038167	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Parabacteroides_B_862066 distasonis	0.0391027760077446	0.123427382013863	-0.0242131334981056	-0.461128339969402	0.137361964866157	0.287934381299052	0.326986880298559	0.369149188521228	0.28466960301453	0.428664966847671	-0.0740492507711551	-1.24916525434238	0.775897280769032	0.66816705913278	0.940971196350175	0.211604637502837	0.997233545206974	0.958858670897386	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Butyricimonas faecihominis	0.0152700681451959	0.107920116342812	-0.0364645849794324	-0.168767730358671	0.11244152374953	0.235696836491018	0.26766436475119	0.302177515360048	0.135804528754082	0.457876813068403	-0.136232497790016	-0.558505255288709	0.891975810805471	0.647040946159663	0.891637485129855	0.576499416926885	0.997233545206974	0.958858670897386	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Butyricimonas paravirosa	0.0434072858235183	0.163226295245525	-0.289077357704332	-0.22565978948302	0.129763933828441	0.272007597141099	0.308899948680661	0.348730093652684	0.334509632552496	0.600079913065277	-0.935828441989088	-0.647090095148956	0.737995023412534	0.548452978778101	0.349361525009289	0.517573635358095	0.997233545206974	0.949707967576719	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Butyricimonas virosa	-0.0990641929998151	0.578375447054725	0.0426533844561174	0.0510461393174829	0.131048935039015	0.274701181416014	0.311958863405961	0.352183430641523	-0.755932835091889	2.10547127636418	0.136727592832043	0.144941910596133	0.449689466114494	0.0352503050792693	0.891246118425142	0.884756735933817	0.997233545206974	0.562012670254427	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Odoribacter splanchnicus	-0.0470860872867233	0.662496836524101	-0.380585501618282	-0.0788526581854068	0.161334828272523	0.338185639714032	0.384053709713158	0.433574323103521	-0.291853208578043	1.95897388512506	-0.990969471177701	-0.181866531258079	0.77039886075138	0.0501158452058147	0.321700487619742	0.855687470615261	0.997233545206974	0.58088820579467	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Alistipes_A_871400 putredinis	0.0781740685680348	0.463442643589207	-1.11081853387507	-0.0415897695090358	0.210662919660343	0.441585831231782	0.50147805443407	0.566139585436931	0.371086039698286	1.04949618128928	-2.21508902344422	-0.0734620411270799	0.710573448590699	0.293949811869596	0.0267539547018274	0.941438449219133	0.997233545206974	0.850634537269381	0.661619484544201	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Alistipes_A_871400 onderdonkii	-0.0628826517002783	0.242467124626026	-0.176043796551302	0.582588292723686	0.141437091096015	0.296476549073465	0.336687621067829	0.380100761195218	-0.444598027384417	0.817829016776448	-0.522869822160276	1.53272066830845	0.656610273284344	0.413454826764812	0.601064846496681	0.12534469444278	0.997233545206974	0.930036363527287	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Alistipes_A_871400 finegoldii	0.0425956130965789	0.102360951477041	-0.298545324139646	-0.0930169928860636	0.12176791035935	0.255246552170106	0.289865605574839	0.32724142626293	0.349809838822682	0.401027753780681	-1.02994394090873	-0.284245775201233	0.72648141468951	0.688399690431472	0.303036322017057	0.776222037968337	0.997233545206974	0.960225392441361	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Alistipes_A_871400 shahii	0.134295627610204	-0.101056736753404	-0.442414452186889	-0.480920322292141	0.132252720504214	0.277224523474179	0.314824445986975	0.355418506872887	1.0154469949518	-0.364530292944361	-1.40527350345974	-1.35310996189666	0.309892801004342	0.715462057113171	0.159939964266125	0.17602050360392	0.997233545206974	0.960225392441361	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Alistipes_A_871400 communis	0.0769610287715271	-0.0456491198827833	-0.263665724483454	-0.225189813335494	0.0961400895372423	0.201526217435185	0.228859189514639	0.258368727264583	0.800509227128547	-0.226517028224703	-1.15208711978152	-0.871583088710611	0.423415819672685	0.820799316776791	0.249285275385525	0.383435859720813	0.997233545206974	0.971369081585372	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
