taxon	lfc_(Intercept)	lfc_conditionactive_smoker	lfc_conditionex_smoker	lfc_conditionpassive_smoker	se_(Intercept)	se_conditionactive_smoker	se_conditionex_smoker	se_conditionpassive_smoker	W_(Intercept)	W_conditionactive_smoker	W_conditionex_smoker	W_conditionpassive_smoker	p_(Intercept)	p_conditionactive_smoker	p_conditionex_smoker	p_conditionpassive_smoker	q_(Intercept)	q_conditionactive_smoker	q_conditionex_smoker	q_conditionpassive_smoker	diff_(Intercept)	diff_conditionactive_smoker	diff_conditionex_smoker	diff_conditionpassive_smoker
Bacteroides_H intestinalis	0.103360115121391	-0.27397080409404	-0.321119832434723	-0.00425175653675317	0.12100534837559	0.253648090665788	0.288050344965057	0.325192102508889	0.854178071539206	-1.08012168897037	-1.11480454041351	-0.0130745996103548	0.393006331320092	0.28008799478836	0.264934190369308	0.989568276041844	0.997233545206974	0.845383629609388	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H salyersiae	0.0846191135188351	-0.325158737748132	0.0642662079656822	-0.229557082056013	0.151851310673439	0.3183065503672	0.361478422318264	0.408088135355409	0.557249806692883	-1.02152700713519	0.177787120884076	-0.562518392886108	0.577356764295059	0.307004820359725	0.858890162257632	0.573762875655589	0.997233545206974	0.850634537269381	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H nordii	0.102569464377282	-0.227850700251594	-0.456528717879078	0.0999538830750406	0.110614795508363	0.231867698880512	0.263315881753625	0.297268330721252	0.927267133712934	-0.982675471191922	-1.73376825901537	0.336241276803775	0.353787854209157	0.325767186716286	0.0829592096347561	0.736688928659828	0.997233545206974	0.88373013417716	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H zhangwenhongii	0.060786111734827	-0.335554643106667	-0.184557883984589	0.368865941124413	0.126996249616152	0.26620605344541	0.302311542442371	0.341292165824226	0.478644935724904	-1.26050718518119	-0.610489042176653	1.08079228901606	0.632191245019102	0.207486457537394	0.541537899998406	0.279789519274118	0.997233545206974	0.845383629609388	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H finegoldii	-0.00599260289284361	0.21317237351771	-0.482080825481132	0.453320312384802	0.178823397619127	0.374844698861348	0.425684831815284	0.480573441010625	-0.0335112908748506	0.568695180071256	-1.13248297672565	0.943290397886926	0.9732668620738	0.569563019352722	0.257431437309919	0.345532385954195	0.997233545206974	0.951961580616053	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H xylanisolvens	0.150452013860455	-0.242169600030576	-0.887621144029824	0.20354861457342	0.169389278046576	0.355069156302165	0.403227135244055	0.455220006469901	0.888202698514875	-0.6820350225647	-2.20129318304084	0.44714338491377	0.37443172749372	0.495216805518307	0.027715275160035	0.654771535754671	0.997233545206974	0.945993607281169	0.661619484544201	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H ovatus	0.188975667646717	-0.801982006083717	-0.174679447711663	-0.12093552819954	0.165927898960253	0.347813508447732	0.394987404907712	0.445917829683733	1.13890231137071	-2.30578165196317	-0.442240551322076	-0.271205859351517	0.254743901471608	0.0211228359564334	0.658315144730719	0.786232706698611	0.997233545206974	0.562012670254427	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H caccae	0.00739043975319256	-0.0380414496408203	-0.297866580666131	0.52922505204384	0.17910393681808	0.375432757431706	0.426352648685527	0.481327367454113	0.041263413214078	-0.101326932420755	-0.698638982505382	1.09951165844376	0.967085900239766	0.919290937235875	0.484777675330883	0.271544951584986	0.997233545206974	0.987235585760553	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H thetaiotaomicron	0.169490476556193	-0.501521746444787	-0.928432112940199	0.535653701318697	0.150584043723666	0.315650140163114	0.358461723577709	0.404682457760418	1.12555402528054	-1.58885323537516	-2.59004532945322	1.32363953773311	0.260354337397743	0.112093531179819	0.0095963294777952	0.185622787565524	0.997233545206974	0.752206590811944	0.661619484544201	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H fragilis	-0.0190248580023741	0.47740271049842	-0.254636920053152	-0.198969862345905	0.205692443047778	0.431166854555126	0.489645953439278	0.55278183090947	-0.0924917693643954	1.10723425387371	-0.520042937687077	-0.359942840412371	0.926307330286819	0.268192661396594	0.603033648503114	0.718889879155817	0.997233545206974	0.845383629609388	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
Bacteroides_H clarus	-0.104113981617545	0.415687426208602	0.414689974796215	-0.0942795833894531	0.129734037929109	0.271944930177315	0.308828782205532	0.348649750837339	-0.80251862409799	1.52857207500638	1.34278279321851	-0.270413454084007	0.422253019587947	0.126370563143188	0.179342316601783	0.786842190669852	0.997233545206974	0.826269066705461	0.985994236939106	0.993464214136497	FALSE	FALSE	FALSE	FALSE
